,lat,long,satellite,time_utc,date,source,provinsi,kab_kota,kec2006,desaa2006,nama_kaw
6707,-3.8989199999999995,105.256,LPN-NPP,05:59:03 AM,2018-10-02,LAPAN,SUMATERA SELATAN,OGAN KOMERING ILIR,MESUJI,SUNGAI SODONG,
6708,-4.40527,105.521,LPN-NPP,05:57:38 AM,2018-10-02,LAPAN,LAMPUNG,TULANGBAWANG,GEDUNG MENENG,GUNUNG TAPA,
6715,-4.381819999999999,105.48899999999999,LPN-NPP,05:57:38 AM,2018-10-02,LAPAN,LAMPUNG,TULANGBAWANG,GEDUNG MENENG,GUNUNG TAPA,
6719,-1.43724,101.64200000000001,LPN-NPP,05:59:03 AM,2018-10-02,LAPAN,SUMATERA BARAT,DHARMASRAYA,SUNGAI RUMBAI,SUNGAI LIMAU,
6720,-2.74895,104.273,LPN-NPP,05:59:03 AM,2018-10-02,LAPAN,SUMATERA SELATAN,BANYUASIN,BETUNG,BETUNG,
6721,-2.35522,102.164,LPN-NPP,05:59:03 AM,2018-10-02,LAPAN,JAMBI,MERANGIN,BATANG ASAI,SUNGAI BAUNG,
6722,-1.6813900000000002,102.837,LPN-NPP,05:59:03 AM,2018-10-02,LAPAN,JAMBI,BATANGHARI,MARO SEBO ULU,RENGAS SEMBILAN,
6723,-2.3971400000000003,104.34,LPN-NPP,05:59:03 AM,2018-10-02,LAPAN,SUMATERA SELATAN,BANYUASIN,BAYUNG LENCIR,GALI SARI,
6724,-0.409238,102.762,LPN-NPP,05:59:03 AM,2018-10-02,LAPAN,RIAU,INDRAGIRI HILIR,KECAMATAN KEMPAS,TELUK KIAMBANG,
6725,-2.3843400000000003,104.36,LPN-NPP,05:59:03 AM,2018-10-02,LAPAN,SUMATERA SELATAN,BANYUASIN,BAYUNG LENCIR,GALI SARI,
6726,-2.7505599999999997,104.262,LPN-NPP,05:59:03 AM,2018-10-02,LAPAN,SUMATERA SELATAN,BANYUASIN,BETUNG,BUKIT,
6727,-3.4744099999999998,102.98700000000001,LPN-NPP,05:59:03 AM,2018-10-02,LAPAN,BENGKULU,REJANGLEBONG,KOTA PADANG,DERATI,
6728,-3.14034,104.523,LPN-NPP,05:59:03 AM,2018-10-02,LAPAN,SUMATERA SELATAN,MUARAENIM,GELUMBANG,GEDUNG BURUK,
6729,-3.15243,104.96600000000001,LPN-NPP,05:59:03 AM,2018-10-02,LAPAN,SUMATERA SELATAN,BANYUASIN,RAMBUTAN,PULAU PARANG,
6739,-3.8218699999999997,105.868,LPN-NPP,18:41:30 PM,2018-10-02,LAPAN,SUMATERA SELATAN,OGAN KOMERING ILIR,PEMATANG PANGGANG,SUNGAI SIBUR,
6740,-1.67832,102.835,LPN-NPP,18:41:30 PM,2018-10-02,LAPAN,JAMBI,BATANGHARI,MARO SEBO ULU,RENGAS SEMBILAN,
6741,-3.1401,104.455,LPN-NPP,18:41:30 PM,2018-10-02,LAPAN,SUMATERA SELATAN,MUARAENIM,GELUMBANG,HARAPAN MULYA,
6742,-0.545244,102.68700000000001,LPN-NPP,18:40:04 PM,2018-10-02,LAPAN,RIAU,INDRAGIRI HILIR,KECAMATAN KERITANG,BAYAS JAYA,
6752,-4.17635,105.757,LPN-NPP,05:51:42 AM,2018-10-29,LAPAN,LAMPUNG,MESUJI,RAWAJITU UTARA,TELOGO REJO,
6855,-3.12242,104.50299999999999,LPN-NPP,05:40:07 AM,2018-10-03,LAPAN,SUMATERA SELATAN,MUARAENIM,GELUMBANG,GEDUNG BURUK,
6869,-2.38395,104.36200000000001,LPN-NPP,18:22:34 PM,2018-10-03,LAPAN,SUMATERA SELATAN,BANYUASIN,BAYUNG LENCIR,GALI SARI,
6871,-2.23017,104.62899999999999,LPN-NPP,18:22:34 PM,2018-10-03,LAPAN,SUMATERA SELATAN,BANYUASIN,BANYUASIN II,TANAH PILIH,
6872,-3.1106,104.93299999999999,LPN-NPP,18:22:34 PM,2018-10-03,LAPAN,SUMATERA SELATAN,BANYUASIN,RAMBUTAN,RAMBUTAN,
6873,-3.82516,105.87200000000001,LPN-NPP,18:22:34 PM,2018-10-03,LAPAN,SUMATERA SELATAN,OGAN KOMERING ILIR,PEMATANG PANGGANG,SUNGAI SIBUR,
6946,-3.42792,105.786,LPN-NPP,05:32:46 AM,2018-10-30,LAPAN,SUMATERA SELATAN,OGAN KOMERING ILIR,CENGAL,SUNGAI LUMPUR,
7312,-4.58358,105.506,LPN-NPP,18:46:57 PM,2018-08-04,LAPAN,LAMPUNG,LAMPUNG TENGAH,BANDAR MATARAM,MATARAM UDIK,
7323,-2.88964,102.861,LPN-NPP,06:23:24 AM,2018-08-03,LAPAN,SUMATERA SELATAN,MUSIRAWAS,RUPIT,NOMAN,
7333,-4.440180000000001,105.661,LPN-NPP,05:58:07 AM,2018-07-30,LAPAN,LAMPUNG,TULANGBAWANG,GEDUNG MENENG,BRATASENA MANDIRI,
7340,0.633361,100.101,LPN-NPP,06:18:28 AM,2018-07-29,LAPAN,SUMATERA BARAT,KOTA PASAMAN,RAO,LANGUANG SAIYO,
7346,1.29474,99.5181,LPN-NPP,06:37:22 AM,2018-07-28,LAPAN,SUMATERA UTARA,PADANG LAWAS UTARA,BATANG ONANG,PINTU PADANG,
7347,-3.9933699999999996,104.56299999999999,LPN-NPP,06:35:56 AM,2018-07-28,LAPAN,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,MADANG SUKU I,JATISARI,
7348,-4.13419,105.508,LPN-NPP,06:35:56 AM,2018-07-28,LAPAN,LAMPUNG,MESUJI,MESUJI,TALANG BATU/T GUNUNG,
7350,-4.88618,105.73,LPN-NPP,06:53:27 AM,2018-07-27,LAPAN,LAMPUNG,LAMPUNG TIMUR,PENENGAHAN,HUTAN,TN WAY KAMBAS
7364,1.12141,101.037,LPN-NPP,06:43:32 AM,2018-07-17,LAPAN,RIAU,SIAK,KECAMATAN KANDIS,BALAI RAJA,
7365,1.70905,101.235,LPN-NPP,18:01:03 PM,2018-07-16,LAPAN,RIAU,DUMAI,KECAMATAN SUNGAI SEMBILAN,BASILAM BARU,
7366,-2.7679400000000003,101.494,LPN-NPP,07:01:02 AM,2018-07-16,LAPAN,BENGKULU,MUKO-MUKO,PUTRI HIJAU,HUTAN,
7368,0.442166,100.65700000000001,LPN-NPP,18:21:24 PM,2018-07-15,LAPAN,RIAU,KAMPAR,KECAMATAN XIII KOTO KAMPAR,BENCAH KESUMA,HL. BUKIT SULIGI
7373,-1.5982399999999999,102.537,LPN-NPP,18:40:20 PM,2018-07-14,LAPAN,JAMBI,TEBO,TEBO ILIR,PINTAS TUO,
7380,-4.5568,105.266,LPN-NPP,05:51:29 AM,2018-07-09,LAPAN,LAMPUNG,TULANGBAWANG,MENGGALA,MENGGALA SELATAN,
7381,-3.2117299999999998,102.741,LPN-NPP,06:10:25 AM,2018-07-08,LAPAN,SUMATERA SELATAN,MUSIRAWAS,BATU KUNING/LAKITAN ULU,TABA REMANIK,
7383,-0.9300950000000001,102.49,LPN-NPP,06:29:34 AM,2018-07-23,LAPAN,RIAU,INDRAGIRI HULU,KECAMATAN BATANG GANGSAL,RANTAU LANGSAT,TN BUKIT TIGA PULUH
7394,-1.15431,101.461,LPN-NPP,06:30:46 AM,2018-07-07,LAPAN,SUMATERA BARAT,DHARMASRAYA,SUNGAI RUMBAI,BONJOL,
7406,2.31177,99.2722,LPN-NPP,06:19:10 AM,2018-06-11,LAPAN,SUMATERA UTARA,TOBASAMOSIR,HABINSARAN,PARSOBURAN BARAT,
7410,3.1625,98.9413,LPN-NPP,06:38:06 AM,2018-06-10,LAPAN,SUMATERA UTARA,SIMALUNGUN,RAYA KAHEAN,AMBOROKAN PANE RAYA,
7429,2.42227,98.0647,LPN-NPP,06:31:42 AM,2018-06-05,LAPAN,ACEH,ACEH SINGKIL,DANAU PARIS,KAMPONG BISKANG,
7440,-2.51554,103.23,LPN-NPP,06:24:05 AM,2018-12-25,LAPAN,SUMATERA SELATAN,MUSIBANYUASIN,BATANGHARI LEKO,SAKO SUBAN,
7441,-2.50858,103.229,LPN-NPP,06:24:05 AM,2018-12-25,LAPAN,SUMATERA SELATAN,MUSIBANYUASIN,BATANGHARI LEKO,SAKO SUBAN,
7442,-3.4699800000000005,104.369,LPN-NPP,06:24:05 AM,2018-12-25,LAPAN,SUMATERA SELATAN,MUARAENIM,LEMBAK,TANJUNG BUNUT,
7443,-1.94475,102.006,LPN-NPP,06:24:05 AM,2018-12-25,LAPAN,JAMBI,MERANGIN,TABIR ULU,PULAU TERBAKAR,
7444,-0.39321,103.083,LPN-NPP,18:45:47 PM,2018-05-16,LAPAN,RIAU,INDRAGIRI HILIR,KECAMATAN TEMBILAHAN HULU,SEBERANG TEMBILAHAN,
7445,0.13686500000000001,100.595,LPN-NPP,06:06:35 AM,2018-12-26,LAPAN,SUMATERA BARAT,LIMAPULUHKOTO,PANGKALAN KOTO BARU,BATU KAJANG,
7446,-0.838569,102.943,LPN-NPP,06:05:09 AM,2018-12-26,LAPAN,RIAU,INDRAGIRI HILIR,KECAMATAN KERITANG,SEBERANG PEBENAAN,
7447,-0.884325,100.90799999999999,LPN-NPP,06:05:09 AM,2018-12-26,LAPAN,SUMATERA BARAT,SOLOK,PAYUNG SEKAKI,KIPEK,
7448,-3.3106199999999997,102.785,LPN-NPP,06:05:09 AM,2018-12-26,LAPAN,BENGKULU,REJANGLEBONG,PADANG ULAK TANDING,HUTAN,
7454,-3.23088,104.12799999999999,LPN-NPP,06:17:17 AM,2018-05-10,LAPAN,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,ABAB,BETUNG BARAT,
7457,-2.30337,102.595,LPN-NPP,06:36:13 AM,2018-05-09,LAPAN,JAMBI,SAROLANGUN,SAROLANGUN,PULAU MALAKO,
7458,-2.24373,100.984,LPN-NPP,06:36:13 AM,2018-05-09,LAPAN,SUMATERA BARAT,PESISIR SELATAN,LUNANG SILAUT,LUNANG,
7459,-2.33587,101.04299999999999,LPN-NPP,06:36:13 AM,2018-05-09,LAPAN,SUMATERA BARAT,PESISIR SELATAN,LUNANG SILAUT,SILAUT,
7460,-2.17157,102.154,LPN-NPP,06:30:29 AM,2018-12-30,LAPAN,JAMBI,MERANGIN,SUNGAI MANAU,AIR BATU,
7461,-2.3567,100.93799999999999,LPN-NPP,06:55:08 AM,2018-05-08,LAPAN,SUMATERA BARAT,PESISIR SELATAN,LUNANG SILAUT,SILAUT,
7469,-1.18618,101.773,LPN-NPP,06:30:29 AM,2018-12-30,LAPAN,SUMATERA BARAT,DHARMASRAYA,SUNGAI RUMBAI,CAHAYA MURNI,
7470,-1.3504200000000002,101.446,LPN-NPP,06:30:29 AM,2018-12-30,LAPAN,SUMATERA BARAT,SOLOK SELATAN,SANGIR BATANGHARI,RANAH PANTAI CERMIN,
7478,0.327814,103.045,LPN-NPP,18:07:58 PM,2018-02-11,LAPAN,RIAU,PELALAWAN,KECAMATAN TELUK MERANTI,PANGKALAN TERAP,
7479,1.62247,101.766,LPN-NPP,05:53:09 AM,2018-04-20,LAPAN,RIAU,BENGKALIS,KECAMATAN BUKIT BATU,GUNTUNG,
7480,-3.3895800000000005,104.42399999999999,LPN-NPP,06:23:27 AM,2018-04-29,LAPAN,SUMATERA SELATAN,MUARAENIM,GELUMBANG,MENANTI,
7489,-4.94947,105.665,LPN-NPP,06:16:51 AM,2018-01-02,LAPAN,LAMPUNG,LAMPUNG TIMUR,PENENGAHAN,HUTAN,TN WAY KAMBAS
7490,-4.95058,105.65700000000001,LPN-NPP,06:16:51 AM,2018-01-02,LAPAN,LAMPUNG,LAMPUNG TIMUR,PENENGAHAN,HUTAN,TN WAY KAMBAS
7491,-4.94369,105.656,LPN-NPP,06:16:51 AM,2018-01-02,LAPAN,LAMPUNG,LAMPUNG TIMUR,PENENGAHAN,HUTAN,TN WAY KAMBAS
7503,3.16838,98.3902,LPN-NPP,18:26:27 PM,2018-01-09,LAPAN,SUMATERA UTARA,KARO,SIMPANG EMPAT,SIGARANG GARANG,
7506,2.44217,97.8754,LPN-NPP,06:44:02 AM,2018-02-07,LAPAN,ACEH,ACEH SINGKIL,GUNUNG MERIAH,KAMPONG BUKIT HARAPAN,
7507,1.13578,102.84899999999999,LPN-NPP,06:30:18 AM,2018-03-01,LAPAN,RIAU,KEPULAUAN MERANTI,KECAMATAN RANGSANG BARAT,SONDE,
7510,-0.9660920000000001,102.306,LPN-NPP,06:17:05 AM,2018-01-18,LAPAN,JAMBI,TEBO,SUMAY,PEMAYONGAN,
7511,-0.932428,103.25399999999999,LPN-NPP,06:17:05 AM,2018-01-18,LAPAN,JAMBI,TANJUNGJABUNG BARAT,PENGABUAN,TELUK NILAU,
7513,4.52991,96.0817,LPN-NPP,06:25:07 AM,2018-02-08,LAPAN,ACEH,ACEH BARAT,SUNGAI MAS,GLEUNG,
7514,1.8146900000000001,101.66,LPN-NPP,18:25:43 PM,2018-02-26,LAPAN,RIAU,BENGKALIS,KECAMATAN RUPAT,TELUK LECAH,
7521,0.343362,103.066,LPN-NPP,18:01:49 PM,2018-02-22,LAPAN,RIAU,PELALAWAN,KECAMATAN TELUK MERANTI,TELUK DALAM,
7527,0.346086,103.066,LPN-NPP,06:42:52 AM,2018-02-23,LAPAN,RIAU,PELALAWAN,KECAMATAN TELUK MERANTI,TELUK DALAM,
7530,0.342486,103.072,LPN-NPP,06:04:48 AM,2018-02-09,LAPAN,RIAU,PELALAWAN,KECAMATAN TELUK MERANTI,TELUK DALAM,
7532,0.341074,103.06299999999999,LPN-NPP,06:04:48 AM,2018-02-09,LAPAN,RIAU,PELALAWAN,KECAMATAN TELUK MERANTI,TELUK DALAM,
7542,-2.13885,101.985,LPN-NPP,06:29:51 AM,2018-01-28,LAPAN,JAMBI,MERANGIN,SUNGAI MANAU,SUNGAI MANAU,
7543,0.33137,103.05799999999999,LPN-NPP,18:45:49 PM,2018-02-09,LAPAN,RIAU,PELALAWAN,KECAMATAN TELUK MERANTI,PANGKALAN TERAP,
7544,-0.0202284,102.975,LPN-NPP,18:45:49 PM,2018-02-09,LAPAN,RIAU,INDRAGIRI HILIR,KECAMATAN GAUNG,BATANG TUMU,
7545,0.324017,103.057,LPN-NPP,18:45:49 PM,2018-02-09,LAPAN,RIAU,PELALAWAN,KECAMATAN TELUK MERANTI,PANGKALAN TERAP,
7547,-0.041599000000000004,103.089,LPN-NPP,06:49:01 AM,2018-02-12,LAPAN,RIAU,INDRAGIRI HILIR,KECAMATAN GAUNG,LAHANG HULU,
7548,0.331571,103.04899999999999,LPN-NPP,06:49:01 AM,2018-02-12,LAPAN,RIAU,PELALAWAN,KECAMATAN TELUK MERANTI,PANGKALAN TERAP,
7552,0.32013400000000003,103.054,LPN-NPP,05:45:52 AM,2018-02-10,LAPAN,RIAU,PELALAWAN,KECAMATAN TELUK MERANTI,PANGKALAN TERAP,
7553,0.8675719999999999,102.79700000000001,LPN-NPP,17:49:04 PM,2018-02-12,LAPAN,RIAU,KEPULAUAN MERANTI,KECAMATAN TEBING TINGGI,LUKUN,
7554,0.8690469999999999,102.788,LPN-NPP,17:49:04 PM,2018-02-12,LAPAN,RIAU,KEPULAUAN MERANTI,KECAMATAN TEBING TINGGI,LUKUN,
7555,-2.37907,105.035,LPN-NPP,18:28:19 PM,2018-02-10,LAPAN,SUMATERA SELATAN,BANYUASIN,MAKARTI JAYA,UPANG,
7557,-0.839376,101.65299999999999,LPN-NPP,05:52:00 AM,2018-01-30,LAPAN,SUMATERA BARAT,DHARMASRAYA,KUANTAN MUDIK,PANGKALAN,
7558,-4.97124,105.566,LPN-NPP,05:50:35 AM,2018-01-30,LAPAN,LAMPUNG,LAMPUNG TIMUR,PURBOLINGGO,TANJUNG KESUMA,TN WAY KAMBAS
7559,-0.929752,101.67,LPN-NPP,18:34:29 PM,2018-01-30,LAPAN,SUMATERA BARAT,DHARMASRAYA,KUANTAN MUDIK,IBUL,
7566,1.02179,101.432,LPN-NPP,06:18:42 AM,2018-05-10,LAPAN,RIAU,BENGKALIS,KECAMATAN MANDAU,BERINGIN,
7567,1.6238700000000001,101.775,LPN-NPP,05:53:09 AM,2018-04-20,LAPAN,RIAU,BENGKALIS,KECAMATAN BUKIT BATU,GUNTUNG,
7570,0.30964400000000003,103.016,LPN-NPP,06:30:05 AM,2018-02-13,LAPAN,RIAU,PELALAWAN,KECAMATAN TELUK MERANTI,PANGKALAN TERAP,
7571,1.6503900000000002,101.47200000000001,LPN-NPP,06:30:05 AM,2018-02-13,LAPAN,RIAU,DUMAI,KECAMATAN DUMAI TIMUR,PURNAMA,
7572,0.340099,103.08200000000001,LPN-NPP,06:30:05 AM,2018-02-13,LAPAN,RIAU,PELALAWAN,KECAMATAN TELUK MERANTI,TELUK DALAM,
7574,0.8719100000000001,102.801,LPN-NPP,06:30:05 AM,2018-02-13,LAPAN,RIAU,KEPULAUAN MERANTI,KECAMATAN TEBING TINGGI,LUKUN,
7575,0.857455,102.796,LPN-NPP,06:30:05 AM,2018-02-13,LAPAN,RIAU,KEPULAUAN MERANTI,KECAMATAN TEBING TINGGI,LUKUN,
7576,2.25707,98.1008,LPN-NPP,06:31:31 AM,2018-02-13,LAPAN,ACEH,ACEH SINGKIL,SINGKIL UTARA,KAMPONG GOSONG TELAGA TIMUR,
7577,2.2261599999999997,100.38,LPN-NPP,06:31:31 AM,2018-02-13,LAPAN,RIAU,ROKAN HILIR,KECAMATAN PASIR LIMAU KAPAS,PASIR LIMAU KAPAS,
7578,2.66931,97.7684,LPN-NPP,06:31:31 AM,2018-02-13,LAPAN,ACEH,ACEH SELATAN,TRUMON,TEPIN TINGGI,SM RAWA SINGKIL
7579,2.7507099999999998,97.6519,LPN-NPP,06:31:31 AM,2018-02-13,LAPAN,ACEH,ACEH SELATAN,TRUMON,GUN0NG KAPHO,SM RAWA SINGKIL
7580,2.67043,97.7756,LPN-NPP,06:31:31 AM,2018-02-13,LAPAN,ACEH,ACEH SELATAN,TRUMON,TEPIN TINGGI,
7581,1.79279,101.26299999999999,LPN-NPP,06:31:31 AM,2018-02-13,LAPAN,RIAU,DUMAI,KECAMATAN SUNGAI SEMBILAN,BASILAM BARU,
7582,4.1156,96.2479,LPN-NPP,06:31:31 AM,2018-02-13,LAPAN,ACEH,ACEH BARAT,ARONGAN LAMBALEK,PEURIBU,
7583,0.334854,103.04799999999999,LPN-NPP,06:30:05 AM,2018-02-13,LAPAN,RIAU,PELALAWAN,KECAMATAN TELUK MERANTI,PANGKALAN TERAP,
7585,0.866302,102.809,LPN-NPP,06:30:05 AM,2018-02-13,LAPAN,RIAU,KEPULAUAN MERANTI,KECAMATAN TEBING TINGGI,LUKUN,
7586,1.6435799999999998,101.473,LPN-NPP,06:30:05 AM,2018-02-13,LAPAN,RIAU,DUMAI,KECAMATAN DUMAI TIMUR,PURNAMA,
7587,1.81693,101.676,LPN-NPP,06:30:05 AM,2018-02-13,LAPAN,RIAU,BENGKALIS,KECAMATAN RUPAT,TELUK LECAH,
7588,-3.06587,104.037,LPN-NPP,06:17:17 AM,2018-05-10,LAPAN,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,PENUKAL UTARA,TEMPIRAI,
7591,-3.4992900000000002,104.89200000000001,LPN-NPP,06:09:45 AM,2018-02-14,LAPAN,SUMATERA SELATAN,OGAN KOMERING ILIR,PEDAMARAN,PEDAMARAN II,
7594,-3.5007099999999998,104.883,LPN-NPP,06:09:45 AM,2018-02-14,LAPAN,SUMATERA SELATAN,OGAN KOMERING ILIR,PEDAMARAN,PEDAMARAN II,
7599,0.334554,103.057,LPN-NPP,06:11:09 AM,2018-02-14,LAPAN,RIAU,PELALAWAN,KECAMATAN TELUK MERANTI,PANGKALAN TERAP,
7624,0.8749680000000001,102.781,LPN-NPP,18:33:17 PM,2018-02-15,LAPAN,RIAU,KEPULAUAN MERANTI,KECAMATAN TEBING TINGGI,LUKUN,
7625,1.00278,102.01299999999999,LPN-NPP,18:33:17 PM,2018-02-15,LAPAN,RIAU,SIAK,KECAMATAN BUNGA RAYA,LANGKAT,
7643,-0.717553,101.3,LPN-NPP,06:23:27 AM,2018-04-29,LAPAN,SUMATERA BARAT,SIJUNJUNG,KAMANG BARU,PASA SUNGAI BETUNG,
7644,-0.718931,101.291,LPN-NPP,06:23:27 AM,2018-04-29,LAPAN,SUMATERA BARAT,SIJUNJUNG,KAMANG BARU,PASA SUNGAI BETUNG,
7645,-2.31716,100.896,LPN-NPP,06:23:27 AM,2018-04-29,LAPAN,SUMATERA BARAT,PESISIR SELATAN,LUNANG SILAUT,SILAUT,
7654,-3.3843099999999997,104.18299999999999,LPN-NPP,06:04:31 AM,2018-04-30,LAPAN,SUMATERA SELATAN,KOTA PRABUMULIH,CAMBAI,TANJUNG TELANG,
7655,-3.2608599999999996,104.103,LPN-NPP,06:04:31 AM,2018-04-30,LAPAN,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,PENUKAL,BABAT,
7657,-3.54495,102.191,LPN-NPP,06:04:31 AM,2018-04-30,LAPAN,BENGKULU,BENGKULU UTARA,AIR NAPAL,LUBUK GADING,
7664,2.06985,100.52600000000001,LPN-NPP,06:36:28 AM,2018-02-18,LAPAN,RIAU,ROKAN HILIR,KECAMATAN KUBU,TELUK PIYAI,
7665,2.0621,100.52,LPN-NPP,06:36:28 AM,2018-02-18,LAPAN,RIAU,ROKAN HILIR,KECAMATAN KUBU,SUNGAI KUBU,
7666,0.415625,100.146,LPN-NPP,06:36:28 AM,2018-02-18,LAPAN,SUMATERA BARAT,KOTA PASAMAN,PANTI,KUAMANG,
7669,3.01226,97.9648,LPN-NPP,06:37:54 AM,2018-02-18,LAPAN,SUMATERA UTARA,DAIRI,TANAH PINEM,RENUN,TN GUNUNG LEUSER
7670,2.06317,100.527,LPN-NPP,06:36:28 AM,2018-02-18,LAPAN,RIAU,ROKAN HILIR,KECAMATAN KUBU,SUNGAI KUBU,
7674,-0.295504,103.65100000000001,LPN-NPP,06:17:33 AM,2018-02-19,LAPAN,RIAU,INDRAGIRI HILIR,KECAMATAN CONCONG,CONCONG LUAR,
7675,-3.19503,104.13,LPN-NPP,05:45:36 AM,2018-05-01,LAPAN,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,ABAB,BETUNG BARAT,
7693,-0.8636299999999999,101.677,LPN-NPP,06:30:47 AM,2018-04-02,LAPAN,SUMATERA BARAT,DHARMASRAYA,KUANTAN MUDIK,IBUL,
7694,-1.2728,101.78299999999999,LPN-NPP,06:29:22 AM,2018-04-02,LAPAN,JAMBI,BUNGO,JUJUHAN,SIRIH SEKAPUR,
7696,1.6704400000000001,101.381,LPN-NPP,06:43:06 AM,2018-03-11,LAPAN,RIAU,DUMAI,KECAMATAN DUMAI BARAT,BANGSAL ACEH,
7711,-3.19205,102.126,LPN-NPP,06:36:13 AM,2018-05-09,LAPAN,BENGKULU,BENGKULU UTARA,PADANG JAYA,LUBUK BANYAU,
7723,1.6476,101.243,LPN-NPP,06:37:11 AM,2018-04-07,LAPAN,RIAU,ROKAN HILIR,KECAMATAN TANAH PUTIH,MELAYU BESAR,
7724,1.72095,101.281,LPN-NPP,06:37:11 AM,2018-04-07,LAPAN,RIAU,DUMAI,KECAMATAN SUNGAI SEMBILAN,LUBUK GAUNG,
7725,1.64655,101.236,LPN-NPP,06:37:11 AM,2018-04-07,LAPAN,RIAU,ROKAN HILIR,KECAMATAN TANAH PUTIH,MELAYU BESAR,
7742,1.64588,101.255,LPN-NPP,18:32:34 PM,2018-04-04,LAPAN,RIAU,ROKAN HILIR,KECAMATAN TANAH PUTIH,LUBUK GAUNG,
7743,1.64704,101.24799999999999,LPN-NPP,18:32:34 PM,2018-04-04,LAPAN,RIAU,ROKAN HILIR,KECAMATAN TANAH PUTIH,MELAYU BESAR,
7752,-4.46419,105.77600000000001,LPN-NPP,06:28:37 AM,2018-05-20,LAPAN,LAMPUNG,TULANGBAWANG,GEDUNG MENENG,BRATASENA ADIWARNA,
7789,-3.85079,105.334,LPN-NPP,06:04:44 AM,2018-08-20,LAPAN,LAMPUNG,MESUJI,TANJUNG RAYA,KAGUNGAN DALAM,
7823,0.294098,99.2296,LPN-NPP,06:49:12 AM,2018-06-04,LAPAN,SUMATERA BARAT,PASAMAN BARAT,RANAH BATAHAN,SUKOREJO,
7824,0.263887,100.637,LPN-NPP,06:49:12 AM,2018-06-04,LAPAN,RIAU,KAMPAR,KECAMATAN XIII KOTO KAMPAR,PONGKAI,
7827,-4.86506,105.198,LPN-NPP,06:28:53 AM,2018-06-05,LAPAN,LAMPUNG,LAMPUNG TENGAH,TERBANGGI BESAR,TERBANGGI BESAR,
7828,-4.86399,105.205,LPN-NPP,06:28:53 AM,2018-06-05,LAPAN,LAMPUNG,LAMPUNG TENGAH,TERBANGGI BESAR,TERBANGGI BESAR,
7829,-3.95325,102.50299999999999,LPN-NPP,06:28:53 AM,2018-06-05,LAPAN,BENGKULU,SELUMA,SUKARAJA,PADANG PELASAN,
7830,-4.74611,104.604,LPN-NPP,06:28:53 AM,2018-06-05,LAPAN,LAMPUNG,WAYKANAN,GUNUNG LABUHAN,BENGKULU REJO,
7833,-1.23922,101.823,LPN-NPP,06:30:17 AM,2018-06-05,LAPAN,JAMBI,BUNGO,JUJUHAN,RANTAU PANJANG,
7838,1.7307299999999999,101.301,LPN-NPP,06:37:11 AM,2018-04-07,LAPAN,RIAU,DUMAI,KECAMATAN SUNGAI SEMBILAN,LUBUK GAUNG,
7858,-2.33403,101.211,LPN-NPP,06:29:08 AM,2018-03-17,LAPAN,SUMATERA BARAT,PESISIR SELATAN,LUNANG SILAUT,SILAUT,
7859,-2.91578,101.555,LPN-NPP,06:29:08 AM,2018-03-17,LAPAN,BENGKULU,MUKO-MUKO,PUTRI HIJAU,HUTAN,
7860,-2.32689,101.21,LPN-NPP,06:29:08 AM,2018-03-17,LAPAN,SUMATERA BARAT,PESISIR SELATAN,LUNANG SILAUT,SILAUT,
7863,0.9035799999999999,103.11399999999999,LPN-NPP,06:24:37 AM,2018-04-13,LAPAN,RIAU,KEPULAUAN MERANTI,KECAMATAN RANGSANG,TANJUNG MEDANG,
7869,-3.13713,102.05799999999999,LPN-NPP,06:10:13 AM,2018-03-18,LAPAN,BENGKULU,BENGKULU UTARA,NAPAL PUTIH,AIR TENANG,
7873,-1.24705,100.415,LPN-NPP,06:11:38 AM,2018-03-18,LAPAN,SUMATERA BARAT,PESISIR SELATAN,KOTO XI TARUSAN,SIMPANG CAROCOK,
7876,2.35217,99.6158,LPN-NPP,06:38:06 AM,2018-06-10,LAPAN,SUMATERA UTARA,LABUHANBATU UTARA,AEK NATAS,BANDAR DURIAN,
7877,3.12969,98.1711,LPN-NPP,06:38:06 AM,2018-06-10,LAPAN,SUMATERA UTARA,KARO,TIGA BINANGA,SUKAJULU,
7878,2.86132,98.0547,LPN-NPP,06:38:06 AM,2018-06-10,LAPAN,SUMATERA UTARA,DAIRI,SILIMA PUNGGA-PUNGGA,LAE PANGINUMAN,
7879,2.50117,98.7181,LPN-NPP,06:38:06 AM,2018-06-10,LAPAN,SUMATERA UTARA,SAMOSIR,HARIAN,TURPUK SIHOTANG,
7880,3.1286400000000003,98.8607,LPN-NPP,06:38:06 AM,2018-06-10,LAPAN,SUMATERA UTARA,SIMALUNGUN,RAYA KAHEAN,SINDAR RAYA,
7881,3.4897099999999996,98.1655,LPN-NPP,06:38:06 AM,2018-06-10,LAPAN,SUMATERA UTARA,LANGKAT,BOHOROK,TANJUNG LENGGANG,
7882,1.79256,101.477,LPN-NPP,06:36:40 AM,2018-06-10,LAPAN,RIAU,BENGKALIS,KECAMATAN RUPAT,TANJUNG KAPAL,
