Lat,Long,Satellite,Time_UTC,Date,Source,PROVINSI,KAB_KOTA,kec2006,desaa2006,nama_kaw
-9.43765,124.147,LPN-NPP,04:52:54 AM,20170826,LAPAN,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,MIOMAFO BARAT,NOELELO,
-8.30132,124.657,LPN-NPP,04:52:54 AM,20170826,LAPAN,NUSA TENGGARA TIMUR,ALOR,ALOR SELATAN,KELAISI BARAT,
-8.35315,123.088,LPN-NPP,04:52:54 AM,20170826,LAPAN,NUSA TENGGARA TIMUR,FLORES TIMUR,ADONARA BARAT,BELUDUA,
-7.6017,126.51,LPN-NPP,04:52:54 AM,20170826,LAPAN,MALUKU,MALUKU TENGGARA BARAT,P.P. WETAR,UHAK,
-8.26904,124.891,LPN-NPP,04:52:54 AM,20170826,LAPAN,NUSA TENGGARA TIMUR,ALOR,ALOR TIMUR,PISOMU/PADANG-PANJANG,
-0.82957,102.906,LPN-NPP,06:36:45 AM,20170826,LAPAN,RIAU,INDRAGIRI HILIR,KECAMATAN KERITANG,SEBERANG PEBENAAN,
-3.14586,105.088,LPN-NPP,06:35:20 AM,20170826,LAPAN,SUMATERA SELATAN,OGAN KOMERING ILIR,PAMPANGAN,TALANG DAYA,
-6.26423,107.021,LPN-NPP,06:35:20 AM,20170826,LAPAN,JAWA BARAT,BEKASI,BEKASI TIMUR,MARGAHAYU,
-6.9249,108.872,LPN-NPP,06:35:20 AM,20170826,LAPAN,JAWA TENGAH,BREBES,KERSANA,KERSANA,
-6.9268,109.17,LPN-NPP,06:35:20 AM,20170826,LAPAN,JAWA TENGAH,TEGAL,TARUB,KEMANGGUNGAN,
-8.0527,114.144,LPN-NPP,06:33:54 AM,20170826,LAPAN,JAWA TIMUR,BONDOWOSO,,,
-8.06589,114.137,LPN-NPP,06:33:54 AM,20170826,LAPAN,JAWA TIMUR,BONDOWOSO,,,
-9.18397,124.725,LPN-NPP,04:52:54 AM,20170826,LAPAN,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,BIBOKI ANLEU,KOTAFOUN,
-9.6955,119.734,LPN-NPP,04:52:54 AM,20170826,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,LEWA,KAMBATA WUNDUT,TN MANUPEU TANADARU
-9.79879,119.883,LPN-NPP,04:52:54 AM,20170826,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,LEWA,LEWAPAKU,
-9.17611,124.724,LPN-NPP,04:52:54 AM,20170826,LAPAN,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,BIBOKI ANLEU,KOTAFOUN,
-8.0542,114.136,LPN-NPP,06:33:54 AM,20170826,LAPAN,JAWA TIMUR,BONDOWOSO,,,
-8.06448,114.145,LPN-NPP,06:33:54 AM,20170826,LAPAN,JAWA TIMUR,BONDOWOSO,,,
-8.30531,118.099,LPN-NPP,04:52:54 AM,20170826,LAPAN,NUSA TENGGARA BARAT,BIMA,SANGGAR,PIONG,TB GUNUNG TAMBORA SELATAN
-8.3043,118.107,LPN-NPP,04:52:54 AM,20170826,LAPAN,NUSA TENGGARA BARAT,BIMA,SANGGAR,PIONG,TB GUNUNG TAMBORA SELATAN
-8.56384,140.579,LPN-NPP,04:34:00 AM,20170827,LAPAN,PAPUA,MERAUKE,MERAUKE,MARO,TN WASUR
-8.5893,140.537,LPN-NPP,04:34:00 AM,20170827,LAPAN,PAPUA,MERAUKE,MERAUKE,KARANG INDAH,TN WASUR
-8.54776,140.512,LPN-NPP,04:34:00 AM,20170827,LAPAN,PAPUA,MERAUKE,MERAUKE,URUMB,TN WASUR
-8.57619,140.861,LPN-NPP,04:34:00 AM,20170827,LAPAN,PAPUA,MERAUKE,MERAUKE,YANGGANDUR,TN WASUR
1.2244,121.395,LPN-NPP,04:36:51 AM,20170827,LAPAN,SULAWESI TENGAH,BUOL,BIAU,KUMALIGON,
1.22552,121.402,LPN-NPP,04:36:51 AM,20170827,LAPAN,SULAWESI TENGAH,BUOL,BIAU,KUMALIGON,
-7.50948,138.44,LPN-NPP,04:34:00 AM,20170827,LAPAN,PAPUA,MERAUKE,KIMAAM,KONJOBANDO,
-7.51905,138.431,LPN-NPP,04:34:00 AM,20170827,LAPAN,PAPUA,MERAUKE,KIMAAM,KONJOBANDO,
-7.51739,138.441,LPN-NPP,04:34:00 AM,20170827,LAPAN,PAPUA,MERAUKE,KIMAAM,KONJOBANDO,
-8.63032,121.102,LPN-NPP,04:34:00 AM,20170827,LAPAN,NUSA TENGGARA TIMUR,NGADA,SOA,DENATANA,
-10.047,120.275,LPN-NPP,04:34:00 AM,20170827,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,PABERIWAI,KANANGGAR,
-9.86326,120.27,LPN-NPP,06:14:59 AM,20170827,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,KAHAUNGU ETI,MEORUMBA,
-6.62558,108.095,LPN-NPP,06:16:24 AM,20170827,LAPAN,JAWA BARAT,MAJALENGKA,KERTAJATI,MEKARMULYA,
-6.62769,108.081,LPN-NPP,06:16:24 AM,20170827,LAPAN,JAWA BARAT,MAJALENGKA,KERTAJATI,MEKARMULYA,
-6.61999,108.087,LPN-NPP,06:16:24 AM,20170827,LAPAN,JAWA BARAT,MAJALENGKA,KERTAJATI,SUKAMULYA,
-6.60536,107.921,LPN-NPP,06:16:24 AM,20170827,LAPAN,JAWA BARAT,INDRAMAYU,HAURGEULIS,BANTARWARU,
-6.57771,107.924,LPN-NPP,06:16:24 AM,20170827,LAPAN,JAWA BARAT,INDRAMAYU,HAURGEULIS,BANTARWARU,
-6.57302,108.179,LPN-NPP,06:16:24 AM,20170827,LAPAN,JAWA BARAT,INDRAMAYU,CIKEDUNG,JATISURA,
-8.80314,117.354,LPN-NPP,06:14:59 AM,20170827,LAPAN,NUSA TENGGARA BARAT,SUMBAWA,ROPANG,TATEBAL,
-2.57729,102.417,LPN-NPP,06:17:50 AM,20170827,LAPAN,JAMBI,SAROLANGUN,LIMUN,MERSIP,
-3.18909,104.875,LPN-NPP,06:17:50 AM,20170827,LAPAN,SUMATERA SELATAN,OGAN KOMERING ILIR,JEJAWI,MUARA BATUN,
-2.57785,102.425,LPN-NPP,06:17:50 AM,20170827,LAPAN,JAMBI,SAROLANGUN,LIMUN,MERSIP,
-6.75973,108.059,LPN-NPP,06:16:24 AM,20170827,LAPAN,JAWA BARAT,SUMEDANG,CONGGEANG,PADAASIH,
-3.22589,114.784,LPN-NPP,06:16:24 AM,20170827,LAPAN,KALIMANTAN SELATAN,BANJAR,SIMPANG EMPAT,SIMPANG LIMA,
-8.06446,114.141,LPN-NPP,06:14:59 AM,20170827,LAPAN,JAWA TIMUR,BONDOWOSO,,,
-8.06319,114.149,LPN-NPP,06:14:59 AM,20170827,LAPAN,JAWA TIMUR,BONDOWOSO,,,
-7.72458,112.737,LPN-NPP,06:14:59 AM,20170827,LAPAN,JAWA TIMUR,PASURUAN,,,
0.669513,110.034,LPN-NPP,06:17:50 AM,20170827,LAPAN,KALIMANTAN BARAT,LANDAK,KUALA BEHE,KUALA BEHE,
0.995566,110.304,LPN-NPP,06:17:50 AM,20170827,LAPAN,KALIMANTAN BARAT,SANGGAU,ENTIKONG,ENTEKONG,
0.71697,109.73,LPN-NPP,06:17:50 AM,20170827,LAPAN,KALIMANTAN BARAT,LANDAK,MERANTI,MERANTI,
0.873577,110.312,LPN-NPP,06:17:50 AM,20170827,LAPAN,KALIMANTAN BARAT,SANGGAU,ENTIKONG,NEKAN,
0.870271,110.34,LPN-NPP,06:17:50 AM,20170827,LAPAN,KALIMANTAN BARAT,SANGGAU,ENTIKONG,SEMANGET,
1.14117,109.483,LPN-NPP,06:17:50 AM,20170827,LAPAN,KALIMANTAN BARAT,SAMBAS,SAMBAS,SEI SAPAK,
0.56352,109.607,LPN-NPP,06:17:50 AM,20170827,LAPAN,KALIMANTAN BARAT,LANDAK,MENYUKE,ONGKOL PADANG,
-3.67985,104.146,LPN-NPP,06:16:24 AM,20170827,LAPAN,SUMATERA SELATAN,MUARAENIM,RAMBANG,SUGIHAN,
-7.88083,113.947,LPN-NPP,06:14:59 AM,20170827,LAPAN,JAWA TIMUR,BONDOWOSO,,,
-3.67252,104.144,LPN-NPP,06:16:24 AM,20170827,LAPAN,SUMATERA SELATAN,MUARAENIM,RAMBANG,SUGIHAN,
-8.1644,117.967,LPN-NPP,17:20:43 PM,20170827,LAPAN,NUSA TENGGARA BARAT,BIMA,TAMBORA,KAWINDATOI,CA GUNUNG TAMBORA SELATAN
-8.77577,140.996,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,TOMERAU,TN WASUR
-8.83969,140.951,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,TOMERAU,TN WASUR
-6.99731,109.146,LPN-NPP,06:16:38 AM,20170912,LAPAN,JAWA TENGAH,TEGAL,SLAWI,SLAWI WETAN,
-7.42914,107.227,LPN-NPP,06:16:38 AM,20170912,LAPAN,JAWA BARAT,CIANJUR,CIDAUN,KARYABAKTI,
-7.97867,110.731,LPN-NPP,06:15:13 AM,20170912,LAPAN,YOGYAKARTA,GUNUNGKIDUL,PONJONG,KARANG ASEM,
-8.64284,140.602,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,MANDALA,TN WASUR
-8.57705,140.599,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,MARO,TN WASUR
-8.60174,140.595,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,MARO,TN WASUR
-8.58149,140.723,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,KELAPA LIMA,TN WASUR
-8.59608,140.587,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,MARO,TN WASUR
-8.58718,140.731,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,KELAPA LIMA,TN WASUR
-2.43199,106.052,LPN-NPP,06:18:04 AM,20170912,LAPAN,BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,KERANTAI,
-6.62252,107.97,LPN-NPP,06:16:38 AM,20170912,LAPAN,JAWA BARAT,INDRAMAYU,CIKEDUNG,CIKAWUNG,
-6.75485,106.085,LPN-NPP,06:16:38 AM,20170912,LAPAN,BANTEN,LEBAK,MALINGPING,SUKARAJA,
-4.33685,103.71,LPN-NPP,06:16:38 AM,20170912,LAPAN,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,PULAU BERINGIN,ULU DANAU,
-4.31366,103.968,LPN-NPP,06:16:38 AM,20170912,LAPAN,SUMATERA SELATAN,OGAN KOMERING ULU,MUARADUA KISAM,TEBAT GABUS,
-8.58157,140.615,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,KUPRIK,TN WASUR
-8.57588,140.606,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,KUPRIK,TN WASUR
-8.58274,140.607,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,KUPRIK,TN WASUR
-8.35556,140.587,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,MATARA,
-8.35439,140.594,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,MATARA,
-8.43984,140.561,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,WANINGGAP KAI,TN WASUR
-8.48914,140.47,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,WANINGGAP NANGGO,TN WASUR
-8.38781,140.47,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KURIK,KURIK,
-8.29734,140.555,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KURIK,IVI MAHAD,
-8.3366,138.151,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,WAN,SM PULAU DOLOK
-8.70657,140.883,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,RAWA BIRU,TN WASUR
-8.63322,140.708,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,KELAPA LIMA,TN WASUR
-8.65582,140.789,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,WASUR,TN WASUR
-8.75383,140.627,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,MERAUKE,WASUR,TN WASUR
1.77805,99.7175,LPN-NPP,06:19:29 AM,20170912,LAPAN,SUMATERA UTARA,LABUHANBATU SELATAN,SUNGAI KANAN,MARSONJA,
-2.81463,106.291,LPN-NPP,06:18:04 AM,20170912,LAPAN,BANGKA BELITUNG,BANGKA SELATAN,AIR GEGAS,DELAS,
-3.31284,102.789,LPN-NPP,06:18:04 AM,20170912,LAPAN,BENGKULU,REJANGLEBONG,PADANG ULAK TANDING,HUTAN,
-3.12277,104.516,LPN-NPP,06:18:04 AM,20170912,LAPAN,SUMATERA SELATAN,MUARAENIM,GELUMBANG,GEDUNG BURUK,
-4.7717,105.768,LPN-NPP,06:16:38 AM,20170912,LAPAN,LAMPUNG,LAMPUNG TIMUR,BANDAR SURABAYA,CEMPAKA PUTIH,TN WAY KAMBAS
-4.75472,104.579,LPN-NPP,06:16:38 AM,20170912,LAPAN,LAMPUNG,WAYKANAN,BARADATU,BANJAR RATU,
-4.77059,105.775,LPN-NPP,06:16:38 AM,20170912,LAPAN,LAMPUNG,LAMPUNG TIMUR,BANDAR SURABAYA,CEMPAKA PUTIH,TN WAY KAMBAS
-4.78415,104.957,LPN-NPP,06:16:38 AM,20170912,LAPAN,LAMPUNG,LAMPUNG UTARA,ABUNG TIMUR,PENAGAN RATU,
-8.26016,140.238,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KURIK,ONGGARI,
-8.18844,140.181,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,OKABA,SANGGASE,
-8.04193,139.641,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,OKABA,YOWIED,
-8.03523,139.64,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,OKABA,YOWIED,
-8.03633,139.633,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,OKABA,DOKIB,
-8.07706,139.191,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,BIBIKEM,
-8.03412,139.647,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,OKABA,YOWIED,
-7.92394,139.224,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,BIBIKEM,
-7.93942,139.212,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,BIBIKEM,
-7.93084,139.572,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,OKABA,YOWIED,
1.87869,99.7918,LPN-NPP,06:19:29 AM,20170912,LAPAN,SUMATERA UTARA,PADANG LAWAS UTARA,DOLOK SIGOMPULON,SITONUN,
-3.26349,102.742,LPN-NPP,06:18:04 AM,20170912,LAPAN,SUMATERA SELATAN,MUSIRAWAS,LUBUK LINGGAU UTARA,BELALAU II,TN KERINCI SEBLAT
-7.85792,138.905,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,SABUDOM,
-7.79456,139.052,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,BIBIKEM,
-7.91853,138.858,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,KIWORO,
-7.91959,138.851,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,KIWORO,
-7.89619,138.826,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,KIWORO,
-7.85552,138.876,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,SABUDOM,
-7.88317,138.159,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,WETAU,SM PULAU DOLOK
-7.77137,139.07,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,BIBIKEM,
-7.70568,139.103,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,WANAM,
-7.7046,139.11,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,WANAM,
-7.92066,138.844,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,KIWORO,
2.00974,99.647,LPN-NPP,06:19:29 AM,20170912,LAPAN,SUMATERA UTARA,PADANG LAWAS UTARA,DOLOK,BARINGIN SIP,
1.94731,99.7735,LPN-NPP,06:19:29 AM,20170912,LAPAN,SUMATERA UTARA,PADANG LAWAS UTARA,DOLOK SIGOMPULON,UNTE MANIS,
2.1938,99.506,LPN-NPP,06:19:29 AM,20170912,LAPAN,SUMATERA UTARA,LABUHANBATU UTARA,AEK NATAS,POLDUNG,
-2.55968,106.151,LPN-NPP,06:18:04 AM,20170912,LAPAN,BANGKA BELITUNG,BANGKA SELATAN,PAYUNG,PANGKALBULUH,
-2.68905,106.054,LPN-NPP,06:18:04 AM,20170912,LAPAN,BANGKA BELITUNG,BANGKA SELATAN,SIMPANG RIMBA,JELUTUNG II,
-4.42975,103.966,LPN-NPP,06:16:38 AM,20170912,LAPAN,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,BUAY RUNJUNG,MERPANG,
-4.55707,103.945,LPN-NPP,06:16:38 AM,20170912,LAPAN,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,BUAY SANDANG AJI,TANJUNG MENANG ILIR,
-4.48051,104.395,LPN-NPP,06:16:38 AM,20170912,LAPAN,LAMPUNG,WAYKANAN,WAY TUBA,BUMI DANA,
-4.40788,104.062,LPN-NPP,06:16:38 AM,20170912,LAPAN,SUMATERA SELATAN,OGAN KOMERING ULU,SIMPANG,BUMI KAWA,
-4.48178,104.386,LPN-NPP,06:16:38 AM,20170912,LAPAN,LAMPUNG,WAYKANAN,WAY TUBA,BUMI DANA,
-7.87788,138.194,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,WETAU,SM PULAU DOLOK
-10.1785,120.344,LPN-NPP,05:56:04 AM,20170828,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,WULA WAIJELU,LAINJANJI,
-10.1636,120.622,LPN-NPP,05:56:04 AM,20170828,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,PAHUNGA LODU,TANAMANANG,
-10.0794,120.807,LPN-NPP,05:56:04 AM,20170828,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,RINDI,KABARU,
-7.66043,138.953,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,BAMOL I,
-7.70383,138.981,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,BAMOL I,
-7.5959,138.892,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,TABONJI,
-7.7049,138.974,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,BAMOL I,
-7.59483,138.899,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,TABONJI,
-2.78381,102.802,LPN-NPP,06:18:04 AM,20170912,LAPAN,SUMATERA SELATAN,MUSIRAWAS,RUPIT,BATU GAJAH,
-4.33721,104.131,LPN-NPP,06:16:38 AM,20170912,LAPAN,SUMATERA SELATAN,OGAN KOMERING ULU,SIMPANG,TANJUNG LENGKAYAP,
-4.17197,103.993,LPN-NPP,06:16:38 AM,20170912,LAPAN,SUMATERA SELATAN,OGAN KOMERING ULU,PENGANDONAN,UJAN MAS,
-8.80335,117.349,LPN-NPP,05:56:04 AM,20170828,LAPAN,NUSA TENGGARA BARAT,SUMBAWA,ROPANG,TATEBAL,
-8.37024,118.153,LPN-NPP,05:56:04 AM,20170828,LAPAN,NUSA TENGGARA BARAT,BIMA,SANGGAR,PIONG,
-7.78223,137.979,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,KAWE,SM PULAU DOLOK
-9.69659,120.209,LPN-NPP,05:56:04 AM,20170828,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,KOTA WAINGAPU,LAMBANAPU,
-9.45281,119.908,LPN-NPP,05:56:04 AM,20170828,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,UMBU RATU NGGAY,TANA MBANAS,
-9.83691,120.131,LPN-NPP,05:56:04 AM,20170828,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,MATAWAI LA PAWU,MAHU BOKUL,
-9.66903,120.224,LPN-NPP,05:56:04 AM,20170828,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,KOTA WAINGAPU,WANGGA,
-9.52237,119.556,LPN-NPP,05:56:04 AM,20170828,LAPAN,NUSA TENGGARA TIMUR,SUMBA BARAT,KATIKUTANA,PONDOK,
-7.50572,138.55,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,YAMUKA,
-7.48239,138.703,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,TABONJI,
-7.43104,139.001,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,WANAM,
-5.49365,105.462,LPN-NPP,06:16:38 AM,20170912,LAPAN,LAMPUNG,LAMPUNG SELATAN,KATIBUNG,NEGLASARI,
-2.33169,102.954,LPN-NPP,05:58:55 AM,20170828,LAPAN,SUMATERA SELATAN,MUSIRAWAS,PAUH,UPT II LUBUK NAPAL,
-2.89247,102.84,LPN-NPP,05:58:55 AM,20170828,LAPAN,SUMATERA SELATAN,MUSIRAWAS,RUPIT,TANJUNG BERINGIN,
-0.309948,110.946,LPN-NPP,05:58:55 AM,20170828,LAPAN,KALIMANTAN BARAT,SEKADAU,NANGA TAMAN,MERAGUN,
-9.18126,124.699,LPN-NPP,04:15:04 AM,20170828,LAPAN,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,BIBOKI ANLEU,PONU,
0.359623,110.678,LPN-NPP,05:58:55 AM,20170828,LAPAN,KALIMANTAN BARAT,SANGGAU,BONTI,TUNGGUL BOYOK,
-3.06915,104.04,LPN-NPP,05:58:55 AM,20170828,LAPAN,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,PENUKAL UTARA,TEMPIRAI,
-3.00749,103.296,LPN-NPP,05:58:55 AM,20170828,LAPAN,SUMATERA SELATAN,MUSIRAWAS,MUARA KELINGI,MUARA KELINGI,
-7.75825,110.909,LPN-NPP,05:57:29 AM,20170828,LAPAN,JAWA TENGAH,WONOGIRI,NGUTER,JANGGLENGAN,
-2.55702,115.066,LPN-NPP,05:57:29 AM,20170828,LAPAN,KALIMANTAN SELATAN,HULUSUNGAI SELATAN,DAHA UTARA,HAKURUNG,
-8.30765,112.213,LPN-NPP,05:56:04 AM,20170828,LAPAN,JAWA TIMUR,BLITAR,,,
-8.30872,112.205,LPN-NPP,05:56:04 AM,20170828,LAPAN,JAWA TIMUR,BLITAR,,,
-7.49339,138.547,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,YAMUKA,
-7.42568,138.679,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,SUAM,
-7.42645,138.629,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,SUAM,
0.814102,124.122,LPN-NPP,04:37:04 AM,20170912,LAPAN,SULAWESI UTARA,BOLAANGMONGONDOW,,,
0.321457,110.253,LPN-NPP,05:58:55 AM,20170828,LAPAN,KALIMANTAN BARAT,SANGGAU,TAYAN HULU,MANDONG,
-7.4544,138.356,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,YERAHA,
-7.49234,138.554,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,YAMUKA,
-7.49354,138.412,LPN-NPP,04:15:04 AM,20170828,LAPAN,PAPUA,MERAUKE,KIMAAM,KONJOBANDO,
-0.7286,115.934,LPN-NPP,06:18:04 AM,20170912,LAPAN,KALIMANTAN TIMUR,KUTAI BARAT,MUARA PAHU,RIKONG,
-2.68552,102.281,LPN-NPP,06:18:04 AM,20170912,LAPAN,SUMATERA SELATAN,MUSIRAWAS,RAWAS ULU,NAPAL LICIN,TN KERINCI SEBLAT
-2.71149,102.327,LPN-NPP,06:18:04 AM,20170912,LAPAN,SUMATERA SELATAN,MUSIRAWAS,RAWAS ULU,SOSOKAN,
-2.69917,102.752,LPN-NPP,06:18:04 AM,20170912,LAPAN,SUMATERA SELATAN,MUSIRAWAS,RAWAS ULU,LESUNG BATU,
-2.707,102.753,LPN-NPP,06:18:04 AM,20170912,LAPAN,SUMATERA SELATAN,MUSIRAWAS,RAWAS ULU,LESUNG BATU,
-2.28256,105.883,LPN-NPP,06:18:04 AM,20170912,LAPAN,BANGKA BELITUNG,BANGKA,MENDO BARAT,PENAGAN,
-4.16839,103.966,LPN-NPP,06:16:38 AM,20170912,LAPAN,SUMATERA SELATAN,OGAN KOMERING ULU,PENGANDONAN,PENGANDONAN,
-4.12223,103.907,LPN-NPP,06:16:38 AM,20170912,LAPAN,SUMATERA SELATAN,OGAN KOMERING ULU,PENGANDONAN,BERINGIN,
-4.13107,104.014,LPN-NPP,06:16:38 AM,20170912,LAPAN,SUMATERA SELATAN,OGAN KOMERING ULU,SEMIDANG AJI,PADANG BINDU,
-8.54072,123.553,LPN-NPP,17:01:48 PM,20170828,LAPAN,NUSA TENGGARA TIMUR,LEMBATA,ATADEI,DULIR,
-1.87549,105.393,LPN-NPP,06:18:04 AM,20170912,LAPAN,BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,PERADONG,
-2.39489,103.152,LPN-NPP,06:18:04 AM,20170912,LAPAN,SUMATERA SELATAN,MUSIBANYUASIN,BATANGHARI LEKO,SAKO SUBAN,
-1.84851,105.434,LPN-NPP,06:18:04 AM,20170912,LAPAN,BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,AIRNYATOH,
-2.01914,105.482,LPN-NPP,06:18:04 AM,20170912,LAPAN,BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,KUNDI,
-1.84742,105.441,LPN-NPP,06:18:04 AM,20170912,LAPAN,BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,AIRNYATOH,
-7.17424,131.951,LPN-NPP,04:34:13 AM,20170912,LAPAN,MALUKU,MALUKU TENGGARA BARAT,TANIMBAR UTARA,LAMDESAR BARAT,
-1.72552,111.173,LPN-NPP,05:21:19 AM,20170915,LAPAN,KALIMANTAN TENGAH,LAMANDAU,DELANG,GINIH,
-8.62126,121.551,LPN-NPP,05:18:28 AM,20170915,LAPAN,NUSA TENGGARA TIMUR,ENDE,MAUKARO,KEBIRANGGA,
