Lat,Long,Satellite,Time_UTC,Date,Source,PROVINSI,KAB_KOTA,kec2006,desaa2006,nama_kaw
-8.4174,118.366,LPN-NPP,05:44:17 AM,20190909,LAPAN,NUSA TENGGARA BARAT,DOMPU,KILO,UPT TAROPO,
-8.50813,117.609,LPN-NPP,05:44:17 AM,20190909,LAPAN,NUSA TENGGARA BARAT,SUMBAWA,MOYOHILIR,KAKIANG,
-8.43088,116.578,LPN-NPP,05:44:17 AM,20190909,LAPAN,NUSA TENGGARA BARAT,LOMBOK TIMUR,SUELA,PERIGI,
-8.36791,117.993,LPN-NPP,05:44:17 AM,20190909,LAPAN,NUSA TENGGARA BARAT,DOMPU,PEKAT,DOROPETI,
-8.45436,117.615,LPN-NPP,05:44:17 AM,20190909,LAPAN,NUSA TENGGARA BARAT,SUMBAWA,MOYOHILIR,KAKIANG,
-8.68446,117.171,LPN-NPP,05:44:17 AM,20190909,LAPAN,NUSA TENGGARA BARAT,SUMBAWA,BATU LANTEH,BATUROTOK,
-2.34318,116.428,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TIMUR,PASIR,TANJUNG ARU,TUNES KELADEN,
-2.99,110.993,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BUNDUNG,
-2.87274,112.931,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAYA HILIR SELATAN,JAYA KELAPA,
-2.94271,112.471,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,MUARA DUA,
-0.69092,111.341,LPN-NPP,05:45:42 AM,20190909,LAPAN,KALIMANTAN BARAT,MELAWI,TANAH PINOH,HARAPAN JAYA,
-0.435745,112.372,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,MENUKUNG,MAWANG MENTATAI,
-9.48785,120.165,LPN-NPP,05:44:17 AM,20190909,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,HAHARU,HAMBA PRAING,
-5.50682,119.81,LPN-NPP,05:44:17 AM,20190909,LAPAN,SULAWESI SELATAN,GOWA,TOMPOBULU,GARING,
-8.36003,117.999,LPN-NPP,05:44:17 AM,20190909,LAPAN,NUSA TENGGARA BARAT,DOMPU,PEKAT,DOROPETI,TB GUNUNG TAMBORA SELATAN
-8.46308,118.389,LPN-NPP,05:44:17 AM,20190909,LAPAN,NUSA TENGGARA BARAT,DOMPU,MANGGELEWA,SORIUTU,
-5.50828,119.801,LPN-NPP,05:44:17 AM,20190909,LAPAN,SULAWESI SELATAN,GOWA,TOMPOBULU,GARING,
-9.62774,119.921,LPN-NPP,05:44:17 AM,20190909,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,LEWA,RAKAWATU,
-8.32176,118.198,LPN-NPP,05:44:17 AM,20190909,LAPAN,NUSA TENGGARA BARAT,BIMA,SANGGAR,PIONG,
-9.68835,119.938,LPN-NPP,05:44:17 AM,20190909,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,LEWA,MATAWAI PAWALI,
-7.86837,114.291,LPN-NPP,05:44:17 AM,20190909,LAPAN,JAWA TIMUR,SITUBONDO,,,
-9.49194,119.953,LPN-NPP,05:44:17 AM,20190909,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,HAHARU,N A P U,
-7.04306,111.124,LPN-NPP,05:44:17 AM,20190909,LAPAN,JAWA TENGAH,GROBOGAN,WIROSARI,TAMBAKSELO,
-8.80969,118.623,LPN-NPP,05:44:17 AM,20190909,LAPAN,NUSA TENGGARA BARAT,BIMA,MONTA,TOLOTANGGA,
-7.85314,114.441,LPN-NPP,05:44:17 AM,20190909,LAPAN,JAWA TIMUR,SITUBONDO,,,TN BALURAN
-7.85877,126.255,LPN-NPP,05:44:17 AM,20190909,LAPAN,MALUKU,MALUKU TENGGARA BARAT,P.P. WETAR,ILWAKI,
-6.89884,115.308,LPN-NPP,05:44:17 AM,20190909,LAPAN,JAWA TIMUR,SUMENEP,,,
-8.8085,118.63,LPN-NPP,05:44:17 AM,20190909,LAPAN,NUSA TENGGARA BARAT,BIMA,MONTA,SONDO,
-2.92275,112.468,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,MUARA DUA,
-2.94034,112.308,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,JAHITAN,
-2.84385,112.941,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,,,
-2.52138,115.079,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN SELATAN,HULUSUNGAI UTARA,BABIRIK,TELUK LIMBUNG,
-2.84921,112.906,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAYA HILIR SELATAN,JAYA KARET,
-2.85242,112.885,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAYA HILIR SELATAN,JAYA KARET,
-7.66263,112.427,LPN-NPP,05:44:17 AM,20190909,LAPAN,JAWA TIMUR,MOJOKERTO,,,
-6.96085,110.649,LPN-NPP,05:44:17 AM,20190909,LAPAN,JAWA TENGAH,DEMAK,GUNTUR,TRIMULYO,
-7.48516,111.899,LPN-NPP,05:44:17 AM,20190909,LAPAN,JAWA TIMUR,NGANJUK,,,
-7.3703,112.154,LPN-NPP,05:44:17 AM,20190909,LAPAN,JAWA TIMUR,JOMBANG,,,
-7.65001,111.617,LPN-NPP,05:44:17 AM,20190909,LAPAN,JAWA TIMUR,MADIUN,,,
-2.90279,112.465,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,MUARA DUA,
-2.83403,112.782,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,BANGUN HARJA (F-2),
-2.92705,112.306,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,JAHITAN,
-2.90807,112.431,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,JAHITAN,
-2.85485,112.735,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,HALIMAUNG JAYA (F-3),
-0.303373,112.675,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,SERAWAI,KARYA JAYA,
-1.71902,104.112,LPN-NPP,05:47:07 AM,20190909,LAPAN,JAMBI,MUAROJAMBI,KUMPEH,PETANANG,
-0.45664,112.422,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,SERAWAI,NANGA MENTATAI,
-0.515818,112.313,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,MENUKUNG,MAWANG MENTATAI,
-1.73233,104.023,LPN-NPP,05:47:07 AM,20190909,LAPAN,JAMBI,MUAROJAMBI,KUMPEH,PEMATANG RAMAN,
-6.86949,110.597,LPN-NPP,05:44:17 AM,20190909,LAPAN,JAWA TENGAH,DEMAK,BONANG,JATIMULYO,
-5.46566,119.728,LPN-NPP,05:44:17 AM,20190909,LAPAN,SULAWESI SELATAN,GOWA,BIRINGBULU,LAUWA,
-4.81579,122.579,LPN-NPP,05:44:17 AM,20190909,LAPAN,SULAWESI TENGGARA,MUNA,SAWERIGADI,LAPOLEA,
-4.5614,121.939,LPN-NPP,05:44:17 AM,20190909,LAPAN,SULAWESI TENGGARA,BOMBANA,RAROWATU,WUMBU BANGKA,
-4.55997,121.948,LPN-NPP,05:44:17 AM,20190909,LAPAN,SULAWESI TENGGARA,BOMBANA,RAROWATU,WUMBU BANGKA,
-3.54159,126.256,LPN-NPP,05:44:17 AM,20190909,LAPAN,MALUKU UTARA,BURU,BURU SELATAN,WAEMULANG,
-5.30003,119.557,LPN-NPP,05:44:17 AM,20190909,LAPAN,SULAWESI SELATAN,TAKALAR,BONTOMARANNU,MATA ALLO,
-9.7646,120.369,LPN-NPP,05:42:51 AM,20190909,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,KAHAUNGU ETI,MATAWAI KATINGGA,
-9.75719,120.367,LPN-NPP,05:42:51 AM,20190909,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,KAHAUNGU ETI,MATAWAI KATINGGA,
-9.83958,119.902,LPN-NPP,05:42:51 AM,20190909,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,NGGAHA ORIANGU,KOMBAPARI,
-9.84108,120.033,LPN-NPP,05:42:51 AM,20190909,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,NGGAHA ORIANGU,MAKAMENGGIT,
-9.85079,120.086,LPN-NPP,05:42:51 AM,20190909,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,TABUNDUNG,MAIDANG,
-9.93271,120.293,LPN-NPP,05:42:51 AM,20190909,LAPAN,NUSA TENGGARA TIMUR,SUMBA TIMUR,KAHAUNGU ETI,KAMANGGIH,
-3.03664,110.957,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BUNDUNG,
-3.0458,110.987,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BUNDUNG,
-2.86984,112.148,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,DANAU SEMBULUH,CEMPAKA BARU,TN TANJUNG PUTING
-2.9422,111.806,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,KUMAI,SUNGAI SEKONYER,
-2.75193,112.655,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,TANGGUL HARAPAN (D-1),
-2.86915,112.063,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,KUMAI,SUNGAI SEKONYER,TN TANJUNG PUTING
-2.86215,112.154,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,DANAU SEMBULUH,CEMPAKA BARU,TN TANJUNG PUTING
-2.76396,112.979,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,PULAU HANAUT,BAPINANG HULU,
-2.75086,112.662,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,TANGGUL HARAPAN (D-1),
-3.03557,110.964,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BUNDUNG,
-2.79655,112.854,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAYA HILIR UTARA,BAGENDANG HILIR,
-2.85123,112.45,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,MUARA DUA,
-3.84537,105.221,LPN-NPP,05:58:28 AM,20190919,LAPAN,SUMATERA SELATAN,OGAN KOMERING ILIR,MESUJI,SUNGAI SODONG,
-2.86179,112.246,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,DANAU SEMBULUH,CEMPAKA BARU,
-0.416254,112.454,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,SERAWAI,NANGA MENTATAI,
-1.60518,104.325,LPN-NPP,05:47:07 AM,20190909,LAPAN,JAMBI,MUAROJAMBI,KUMPEH,TANJUNG,TN BERBAK
-3.0377,110.95,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BARU,
-0.0274175,112.769,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,AMBALAU,NANGA SAKE,
-0.295377,112.682,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,SERAWAI,KARYA JAYA,
0.363071,116.443,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN TIMUR,KUTAI KARTANEGARA,KEMBANG JANGGUT,KELEKAT,
-0.272578,112.693,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,SERAWAI,KARYA JAYA,
-0.296498,112.674,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,SERAWAI,KARYA JAYA,
-0.263728,112.593,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,SERAWAI,TONTANG,
0.369951,116.442,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN TIMUR,KUTAI KARTANEGARA,KEMBANG JANGGUT,KELEKAT,
-0.0650376,112.293,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,KAYAN HULU,NANGA ABAI,
-3.02992,110.956,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BUNDUNG,
-2.7239,112.793,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAYA HILIR UTARA,BAGENDANG TENGAH,
-0.0662073,112.286,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,KAYAN HULU,NANGA ABAI,
-0.0334702,112.846,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,AMBALAU,NANGA KESANGE,
-0.113044,112.316,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,KAYAN HULU,NANGA UNGAI,
-0.0402946,112.846,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,AMBALAU,NANGA KESANGE,
-0.325349,111.15,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,SEPAUK,NANGA LIBAU,
-1.31545,104.049,LPN-NPP,05:47:07 AM,20190909,LAPAN,JAMBI,MUAROJAMBI,DENDANG,JATI MULYO,
-0.350821,111.448,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,TEMPUNAK,BENUA KENCANA,
-0.181383,112.334,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,KAYAN HULU,LINTANG TAMBUK,
-2.7474,112.64,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,TANGGUL HARAPAN (D-1),
-2.74633,112.647,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,TANGGUL HARAPAN (D-1),
-2.99458,111.008,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BUNDUNG,
-2.99352,111.015,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI RAJA,
-3.002,110.959,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BUNDUNG,
-2.36814,115.082,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN SELATAN,HULUSUNGAI UTARA,AMUNTAI SELATAN,KAYAKAH,
-2.71937,112.778,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAYA HILIR UTARA,BAGENDANG TENGAH,
-2.81775,112.133,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,DANAU SEMBULUH,PALINGKAU,TN TANJUNG PUTING
-2.71723,112.792,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAYA HILIR UTARA,BAGENDANG TENGAH,
-1.3208,104.014,LPN-NPP,05:47:07 AM,20190909,LAPAN,JAMBI,MUAROJAMBI,DENDANG,JATI MULYO,
0.222246,111.959,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,KAPUAS HULU,SILAT HULU,NANGA DANGKAN,
1.94565,117.295,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN TIMUR,BERAU,GUNUNG TABUR,LABANAN MAKARTI (EX UPT),
0.0458639,112.653,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,AMBALAU,TANJUNG ANDAN,
0.215223,111.96,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,KAPUAS HULU,SILAT HULU,NANGA DANGKAN,
-1.3048,104.039,LPN-NPP,05:47:07 AM,20190909,LAPAN,JAMBI,MUAROJAMBI,DENDANG,JATI MULYO,
-1.31946,104.023,LPN-NPP,05:47:07 AM,20190909,LAPAN,JAMBI,MUAROJAMBI,DENDANG,JATI MULYO,
-0.0186577,112.271,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN BARAT,SINTANG,KAYAN HULU,NANGA ABAI,
-1.31812,104.032,LPN-NPP,05:47:07 AM,20190909,LAPAN,JAMBI,MUAROJAMBI,DENDANG,JATI MULYO,
-1.31678,104.04,LPN-NPP,05:47:07 AM,20190909,LAPAN,JAMBI,MUAROJAMBI,DENDANG,JATI MULYO,
1.95645,117.268,LPN-NPP,05:47:07 AM,20190909,LAPAN,KALIMANTAN TIMUR,BERAU,GUNUNG TABUR,LABANAN MAKARTI (EX UPT),
-2.9782,110.947,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BARU,
-2.97391,110.976,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BUNDUNG,
-2.81092,112.138,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,DANAU SEMBULUH,PALINGKAU,TN TANJUNG PUTING
-2.98062,110.977,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BUNDUNG,
-2.96235,110.916,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BARU,
-2.91173,111.024,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BUNDUNG,
-2.75006,112.271,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,DANAU SEMBULUH,ULAK BATU,
-2.89716,111.302,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI PASIR,
-2.93502,111.006,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BUNDUNG,
-2.93258,110.977,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BUNDUNG,
-2.6524,112.868,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAYA HILIR UTARA,BAGENDANG TENGAH,
-2.75881,112.258,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,DANAU SEMBULUH,PALINGKAU,
-8.19723,119.077,LPN-NPP,17:37:50 PM,20190309,LAPAN,NUSA TENGGARA BARAT,BIMA,WERA,SANGIANG,CA PULAU SANGIANG
-0.488446,117.154,LPN-NPP,17:36:25 PM,20190309,LAPAN,KALIMANTAN TIMUR,KOTA SAMARINDA,SAMARINDA SEBERANG,MESJID,
-2.88386,111.027,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI BUNDUNG,
-2.89973,111.058,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI RAJA,
-3.7276,105.494,LPN-NPP,05:58:28 AM,20190919,LAPAN,SUMATERA SELATAN,OGAN KOMERING ILIR,PEMATANG PANGGANG,KARANGSIA,
-2.78083,111.844,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,KUMAI,SUNGAI BEDAUN,
-2.90078,111.051,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI RAJA,
-2.93699,110.81,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,KUALA JELAI,
-2.82802,110.677,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.82991,110.939,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.81436,110.951,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.82884,110.946,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.80578,111.144,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,PULAU NIBUNG,
-2.82213,110.945,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.02133,116.057,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TIMUR,PASIR,PASIR BALENGKONG,LEMPESU,
-2.01364,116.056,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TIMUR,PASIR,PASIR BALENGKONG,LEMPESU,
-2.82695,110.684,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.81247,111.145,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,PULAU NIBUNG,
1.38118,101.467,LPN-NPP,18:08:59 PM,20190825,LAPAN,RIAU,BENGKALIS,KECAMATAN MANDAU,GURUN PANJANG,
1.36803,101.487,LPN-NPP,18:08:59 PM,20190825,LAPAN,RIAU,BENGKALIS,KECAMATAN MANDAU,GURUN PANJANG,
-2.59138,112.909,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAWA BARU/KETAPANG,MENTAWA BARU HULU,
-2.84345,111.121,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,PULAU NIBUNG,
-2.5645,113.048,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAWA BARU/KETAPANG,MENTAYA SEBERANG,
-2.90854,111.045,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,SUNGAI RAJA,
-2.78011,110.997,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.93636,110.723,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.75793,111.144,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SUKAMARA,JELAI,PULAU NIBUNG,
-2.77799,111.011,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-8.14664,114.241,LPN-NPP,05:57:02 AM,20190919,LAPAN,JAWA TIMUR,BANYUWANGI,,,HUTAN LINDUNG
-2.66226,110.935,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.72432,110.603,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-3.50934,105.325,LPN-NPP,05:58:28 AM,20190919,LAPAN,SUMATERA SELATAN,OGAN KOMERING ILIR,CENGAL,TALANG RIMBA,
-2.80955,110.312,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,KENDAWANGAN KANAN,CA MUARA KENDAWANGAN
-3.15198,108.12,LPN-NPP,05:58:28 AM,20190919,LAPAN,BANGKA BELITUNG,BELITUNG TIMUR,,,
-2.82401,110.492,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,CA MUARA KENDAWANGAN
-2.82126,110.676,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.82019,110.683,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.77341,110.996,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.84937,110.325,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,KENDAWANGAN KANAN,CA MUARA KENDAWANGAN
-2.75776,110.379,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,KENDAWANGAN KANAN,CA MUARA KENDAWANGAN
-2.47134,112.192,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,SERUYAN,HANAU,PEMBUANG HULU II,
-2.66119,110.942,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.68723,111.169,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,MANIS MATA,SUKA RAMAI,
-2.44346,112.864,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,KOTA BESI,SIMPUR,
-2.69413,110.634,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.70654,110.644,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN BARAT,KETAPANG,KENDAWANGAN,AIR HITAM BESAR,
-2.13187,113.443,LPN-NPP,05:58:28 AM,20190919,LAPAN,KALIMANTAN TENGAH,KATINGAN,TASIK PAYAWAN,TALINGKE,
